Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_population,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,stage
SRR4895594,RNA-Seq,300,401043600,PRJNA352390,SAMN05977733,196530777,HLA-G+,Extravillous trophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324957,GSM2374108,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374108,Extravillous trophoblast of Week 24,SRP092548,Week 24
SRR4895595,RNA-Seq,300,34195800,PRJNA352390,SAMN05977732,15692423,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324958,GSM2374109,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374109,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895596,RNA-Seq,300,724173600,PRJNA352390,SAMN05977726,341253257,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324959,GSM2374110,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374110,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895597,RNA-Seq,300,459047400,PRJNA352390,SAMN05977731,215837937,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324960,GSM2374111,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374111,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895598,RNA-Seq,300,844026600,PRJNA352390,SAMN05977730,400663646,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324961,GSM2374112,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374112,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895599,RNA-Seq,300,544443900,PRJNA352390,SAMN05977729,257157215,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2324962,GSM2374113,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374113,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895600,RNA-Seq,300,596128200,PRJNA352390,SAMN05977728,280546672,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324963,GSM2374114,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374114,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895601,RNA-Seq,300,573013800,PRJNA352390,SAMN05977727,268893497,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324964,GSM2374115,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374115,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895602,RNA-Seq,300,620726400,PRJNA352390,SAMN05977725,293216460,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324965,GSM2374116,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374116,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895603,RNA-Seq,300,836955900,PRJNA352390,SAMN05977753,394117851,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324966,GSM2374117,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374117,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895604,RNA-Seq,300,1213930200,PRJNA352390,SAMN05977752,570304066,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324967,GSM2374118,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374118,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895605,RNA-Seq,300,398250600,PRJNA352390,SAMN05977751,187341691,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324968,GSM2374119,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374119,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895606,RNA-Seq,300,468461700,PRJNA352390,SAMN05977750,219939419,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324969,GSM2374120,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374120,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895607,RNA-Seq,300,349635600,PRJNA352390,SAMN05977565,164731309,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2324970,GSM2374121,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374121,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895608,RNA-Seq,300,1055051400,PRJNA352390,SAMN05977677,496121610,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2324971,GSM2374122,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374122,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895609,RNA-Seq,300,717549000,PRJNA352390,SAMN05977676,335331403,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324972,GSM2374123,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374123,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895610,RNA-Seq,300,832747800,PRJNA352390,SAMN05977675,392717013,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324973,GSM2374124,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374124,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895611,RNA-Seq,300,797243100,PRJNA352390,SAMN05977674,375983544,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2324974,GSM2374125,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374125,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895612,RNA-Seq,300,1078008900,PRJNA352390,SAMN05977673,507841880,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324975,GSM2374126,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374126,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895613,RNA-Seq,300,938772900,PRJNA352390,SAMN05977672,447280684,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324976,GSM2374127,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374127,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895614,RNA-Seq,300,1457705700,PRJNA352390,SAMN05977671,685390476,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2324977,GSM2374128,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374128,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895615,RNA-Seq,300,541104300,PRJNA352390,SAMN05977670,255112985,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324978,GSM2374129,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374129,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895616,RNA-Seq,300,1591970400,PRJNA352390,SAMN05977669,751395582,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324979,GSM2374130,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374130,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895617,RNA-Seq,300,880064400,PRJNA352390,SAMN05977668,413421362,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324980,GSM2374131,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374131,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895618,RNA-Seq,300,1195720800,PRJNA352390,SAMN05977667,565557567,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324981,GSM2374132,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374132,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895619,RNA-Seq,302,206130402,PRJNA352390,SAMN05977666,110835709,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2324982,GSM2374133,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374133,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895620,RNA-Seq,302,156324864,PRJNA352390,SAMN05977665,84837792,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2324983,GSM2374134,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374134,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895621,RNA-Seq,302,237079060,PRJNA352390,SAMN05977664,126506297,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324984,GSM2374135,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374135,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895622,RNA-Seq,302,133751572,PRJNA352390,SAMN05977663,72193270,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324985,GSM2374136,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374136,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895623,RNA-Seq,302,322676732,PRJNA352390,SAMN05977656,175671744,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2324986,GSM2374137,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374137,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895624,RNA-Seq,302,86152446,PRJNA352390,SAMN05977655,46299955,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324987,GSM2374138,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374138,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895625,RNA-Seq,302,119227184,PRJNA352390,SAMN05977662,63969551,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324988,GSM2374139,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374139,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895626,RNA-Seq,302,214051560,PRJNA352390,SAMN05977661,115211637,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324989,GSM2374140,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374140,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895627,RNA-Seq,302,162993930,PRJNA352390,SAMN05977660,87820098,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2324990,GSM2374141,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374141,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895628,RNA-Seq,302,186921692,PRJNA352390,SAMN05977659,99723447,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324991,GSM2374142,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374142,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895629,RNA-Seq,302,347557606,PRJNA352390,SAMN05977658,186956563,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324992,GSM2374143,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374143,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895630,RNA-Seq,302,99303338,PRJNA352390,SAMN05977657,53420403,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2324993,GSM2374144,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374144,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895631,RNA-Seq,302,169876510,PRJNA352390,SAMN05977654,91187854,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324994,GSM2374145,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374145,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895632,RNA-Seq,302,69294806,PRJNA352390,SAMN05977653,37240268,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324995,GSM2374146,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374146,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895633,RNA-Seq,302,187405798,PRJNA352390,SAMN05977652,100427545,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2324996,GSM2374147,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374147,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895634,RNA-Seq,302,137661868,PRJNA352390,SAMN05977651,74096520,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2324997,GSM2374148,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374148,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895635,RNA-Seq,302,190177856,PRJNA352390,SAMN05977650,101961279,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324998,GSM2374149,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374149,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895636,RNA-Seq,302,126725844,PRJNA352390,SAMN05977649,68467487,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2324999,GSM2374150,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374150,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895637,RNA-Seq,302,129377404,PRJNA352390,SAMN05977648,69464763,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325000,GSM2374151,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374151,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895638,RNA-Seq,302,224128092,PRJNA352390,SAMN05977647,120161762,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2325001,GSM2374152,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374152,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895639,RNA-Seq,302,241608154,PRJNA352390,SAMN05977646,129648730,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325002,GSM2374153,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374153,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895640,RNA-Seq,302,176453768,PRJNA352390,SAMN05977645,95986703,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325003,GSM2374154,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374154,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895641,RNA-Seq,302,197636350,PRJNA352390,SAMN05977644,106424030,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325004,GSM2374155,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374155,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895642,RNA-Seq,302,168431742,PRJNA352390,SAMN05977643,90458343,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325005,GSM2374156,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374156,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895643,RNA-Seq,302,238959010,PRJNA352390,SAMN05977642,128313232,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325006,GSM2374157,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374157,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895644,RNA-Seq,302,74292906,PRJNA352390,SAMN05977641,39809627,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2325007,GSM2374158,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374158,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895645,RNA-Seq,302,308226334,PRJNA352390,SAMN05977640,165800803,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325008,GSM2374159,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374159,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895646,RNA-Seq,302,173686240,PRJNA352390,SAMN05977632,93268849,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325009,GSM2374160,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374160,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895647,RNA-Seq,302,310155510,PRJNA352390,SAMN05977639,166590515,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325010,GSM2374161,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374161,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895648,RNA-Seq,302,265237540,PRJNA352390,SAMN05977638,142493389,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325011,GSM2374162,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374162,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895649,RNA-Seq,302,342508468,PRJNA352390,SAMN05977634,183960305,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325012,GSM2374163,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374163,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895650,RNA-Seq,302,166436428,PRJNA352390,SAMN05977633,89622347,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325013,GSM2374164,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374164,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895651,RNA-Seq,302,296763622,PRJNA352390,SAMN05977637,159597312,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325014,GSM2374165,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374165,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895652,RNA-Seq,302,200606822,PRJNA352390,SAMN05977635,108181989,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325015,GSM2374166,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374166,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895653,RNA-Seq,302,222542290,PRJNA352390,SAMN05977636,119782577,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325016,GSM2374167,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374167,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895654,RNA-Seq,302,453072178,PRJNA352390,SAMN05977631,243132772,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325017,GSM2374168,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374168,Cytotrophoblast of Week 8,SRP092548,Week 8
