1.NAME	2.Length	3.Num_Peaks	4.Num_Reads	5.RPKM
Caskin2	18241.0	4	120.0	0.906534500124
Tsen54	12364.0	1	27.0	0.300923775378
Llgl2	35723.0	9	1193.0	4.60197499029
Recql5	44898.0	8	548.0	1.68191985307
Smim5	10131.0	3	453.0	6.16165844519
Sap30bp	35876.0	9	1088.0	4.17904082781
Itgb4	37687.0	4	297.0	1.08596696862
Unk	34899.0	4	108.0	0.426444489386
Unc13d	19866.0	5	316.0	2.19193860452
Wbp2	12392.0	2	49.0	0.54488695329
Trim47	8486.0	1	83.0	1.34780418021
Mrpl38	11052.0	3	177.0	2.2069074674
Fbf1	29894.0	15	2376.0	10.9525221507
Ten1	20464.0	1	17.0	0.114474861906
Cdk3-ps	8286.0	7	551.0	9.16343711786
Evpl	21533.0	6	913.0	5.84275897487
Srp68	33052.0	11	1181.0	4.92383949524
Galr2	7000.0	3	562.0	11.0634355345
Exoc7	22741.0	2	242.0	1.46641718616
Foxj1	8651.0	3	527.0	8.39452326844
Rnf157	80688.0	21	1595.0	2.7239772155
Ubald2	8984.0	1	31.0	0.475492514766
Gm7367	8819.0	1	31.0	0.484388791548
Qrich2	17023.0	8	551.0	4.4603324889
Prpsap1	23531.0	4	629.0	3.68351120817
Sphk1	7438.0	8	205.0	3.79795155781
Ube2o	47695.0	27	1703.0	4.92032204213
Rhbdf2	30088.0	4	90.0	0.412193295087
1810032O08Rik	8139.0	6	144.0	2.43805319819
Snord1c	4078.0	3	69.0	2.33159762007
Snord1b	4077.0	6	144.0	4.86713636991
Snord1a	4076.0	6	144.0	4.86833046617
St6galnac2	21956.0	4	73.0	0.45816443289
BC018473	9717.0	5	183.0	2.59519873629
St6galnac1	14483.0	2	89.0	0.84680460292
Mxra7	28647.0	7	893.0	4.29560208875
Jmjd6	10018.0	1	20.0	0.275106405416
Mettl23	10226.0	1	20.0	0.269510656118
Mgat5b	72082.0	13	1209.0	2.31127279146
Sec14l1	48097.0	3	151.0	0.432624084026
Sept9	34611.0	4	76.0	0.302587636415
Tnrc6c	113151.0	5	232.0	0.28254089885
Tmc6	18699.0	6	279.0	2.05606838729
Tmc8	14480.0	4	769.0	7.31828826144
6030468B19Rik	13649.0	3	167.0	1.68603805004
Syngr2	8620.0	4	77.0	1.23093520678
Tk1	14496.0	6	275.0	2.61418457368
Afmid	17990.0	4	231.0	1.76942659518
Tmem235	8792.0	1	32.0	0.501549766962
Socs3	7280.0	3	743.0	14.0640100639
Pgs1	41155.0	13	1618.0	5.41760884289
Mir6933	4081.0	2	132.0	4.45716868376
Dnah17	111497.0	38	2723.0	3.36539614736
Cyth1	88427.0	10	650.0	1.01293178562
Usp36	34592.0	12	1682.0	6.70042041604
Timp2	58351.0	13	460.0	1.08632872269
BC100451	14175.0	5	220.0	2.13870727789
Lgals3bp	13180.0	4	171.0	1.78785557958
C1qtnf1	21982.0	2	44.0	0.275827273806
Gm11747	14796.0	4	120.0	1.11760582703
Engase	16239.0	9	445.0	3.77617804794
Rbfox3	423813.0	41	3020.0	0.981938759284
Cbx8	6478.0	1	19.0	0.404170294996
Tbc1d16	89457.0	37	4041.0	6.22481221849
Ccdc40	40641.0	10	825.0	2.79731450358
Gaa	21691.0	6	357.0	2.2679860336
Eif4a3	15681.0	5	283.0	2.48693488731
Card14	34589.0	11	433.0	1.72504974815
Sgsh	16022.0	6	168.0	1.44492161674
Slc26a11	29520.0	13	781.0	3.64574605716
Mir1932	4090.0	1	30.0	1.01076380298
Endov	24119.0	13	552.0	3.15378086807
Nptx1	13102.0	1	30.0	0.315526175713
Gm11762	24417.0	4	398.0	2.24616938167
Rptor	300597.0	21	1842.0	0.844416513762
Rptoros	17555.0	2	53.0	0.416032031847
Baiap2	67691.0	10	256.0	0.521147632759
Aatk	43828.0	5	159.0	0.49991619415
Mir338	4098.0	1	24.0	0.807032494717
Cep131	26398.0	11	2020.0	10.544647811
Enthd2	12210.0	4	77.0	0.869014044424
Slc38a10	36480.0	3	175.0	0.661050979517
Bahcc1	63351.0	10	1748.0	3.80224141262
Fscn2	10640.0	2	54.0	0.699364954656
2310003H01Rik	13185.0	3	263.0	2.7487000378
Nploc4	61903.0	6	120.0	0.267129150716
Tspan10	8691.0	3	693.0	10.9879131678
Pde6g	9874.0	5	481.0	6.71279968255
Ccdc137	10225.0	2	293.0	3.94871725698
Hgs	20350.0	1	21.0	0.142202298178
Mrpl12	8086.0	5	608.0	10.3614748295
Slc25a10	13325.0	5	572.0	5.91535134908
P4hb	16633.0	4	133.0	1.10187616166
Alyref	7850.0	3	210.0	3.68639078717
Anapc11	13778.0	6	964.0	9.64145519872
Npb	4624.0	3	754.0	22.4701128998
Pcyt2	11804.0	1	16.0	0.186785223277
Sirt7	10631.0	6	548.0	7.10326757249
Mir6936	4054.0	2	128.0	4.35088855563
Mafg	9195.0	5	290.0	4.34608282296
Myadml2	6307.0	1	61.0	1.33278083191
Notum	11049.0	2	92.0	1.14740460309
Aspscr1	36786.0	3	400.0	1.49840481132
Stra13	6827.0	5	1085.0	21.9003759108
Lrrc45	11175.0	11	1432.0	17.6582320728
Rac3	6502.0	6	347.0	7.35417980162
Rfng	7460.0	4	678.0	12.5239867781
Gps1	8831.0	4	678.0	10.5796559127
Dus1l	11194.0	5	133.0	1.63726158629
Fasn	22590.0	5	617.0	3.76374912164
Ccdc57	110331.0	21	2257.0	2.81893939286
Slc16a3	13934.0	1	19.0	0.187901189248
Csnk1d	33593.0	9	1161.0	4.76250192085
Cd7	6730.0	1	37.0	0.757597257578
Sectm1b	14147.0	1	94.0	0.915619923408
Sectm1a	17737.0	4	196.0	1.52274660319
Uts2r	5703.0	1	44.0	1.0631659009
Ogfod3	31056.0	7	325.0	1.44208074136
Hexdc	19014.0	2	85.0	0.616023344388
Wdr45b	31245.0	4	978.0	4.31330391764
Rab40b	36131.0	6	1765.0	6.73157148445
Tbcd	169222.0	22	3342.0	2.72145624385
B3gntl1	60944.0	1	23.0	0.0520054207941
Metrnl	18963.0	3	316.0	2.29631663331
Ptchd3	17219.0	12	569.0	4.55361254028
Rab10os	18584.0	5	1268.0	9.40224991733
Rab10	66542.0	15	2144.0	4.43997643482
Kif3c	45363.0	8	829.0	2.51828278408
1110002L01Rik	26865.0	8	1750.0	8.97641531091
Asxl2	83993.0	14	1963.0	3.22054179994
Dtnb	212358.0	24	1759.0	1.14142911741
Dnmt3a	26700.0	6	482.0	2.48763988255
Pomc	9699.0	4	302.0	4.29073524475
Efr3b	80362.0	11	762.0	1.30664005919
Dnajc27	32039.0	3	793.0	3.4107192231
Adcy3	83372.0	10	1045.0	1.7272205825
Cenpo	26623.0	3	936.0	4.84474129026
Ptrhd1	10097.0	3	936.0	12.7742445648
Ncoa1	240699.0	14	1050.0	0.601127708867
Itsn2	124945.0	8	414.0	0.456597147287
Fam228a	28579.0	1	24.0	0.115722004386
Fam228b	27052.0	5	918.0	4.67622109264
Pfn4	12972.0	3	61.0	0.647999437778
Sf3b6	14052.0	2	37.0	0.362840132615
Fkbp1b	12422.0	6	841.0	9.32945351117
BC068281	17665.0	1	15.0	0.11701171679
Mfsd2b	15922.0	2	247.0	2.13772121736
Ubxn2a	32489.0	12	2477.0	10.5060967656
Atad2b	134058.0	1	22.0	0.0226142234436
Klhl29	302215.0	2	66.0	0.0300939817653
1110057K04Rik	81653.0	1	23.0	0.0388157001565
Gdf7	8037.0	3	142.0	2.43470366843
Hs1bp3	34392.0	10	620.0	2.48419676242
Slc7a15	74584.0	2	147.0	0.271596017585
Pum2	82325.0	7	182.0	0.304643125686
Sdc1	26292.0	1	29.0	0.151993882387
Laptm4a	21435.0	1	15.0	0.0964316294422
Matn3	28100.0	3	661.0	3.24150632707
Wdr35	58847.0	6	1065.0	2.49388839488
Ttc32	10398.0	1	28.0	0.371073510025
Nt5c1b	24204.0	3	1082.0	6.16015798826
Msgn1	4567.0	2	117.0	3.53025912444
Gen1	28862.0	9	1108.0	5.29011450031
Smc6	57900.0	6	258.0	0.614034646045
Vsnl1	115405.0	5	97.0	0.115824075663
Fam49a	118223.0	36	2446.0	2.85105904151
4921511I17Rik	44954.0	8	497.0	1.52349060909
Ddx1	33868.0	6	380.0	1.54612919038
Nbas	318685.0	4	160.0	0.0691847051341
Trib2	29059.0	14	2303.0	10.9210653802
Mir6387	4108.0	4	412.0	13.8203332451
Lpin1	58102.0	15	2508.0	5.94823590531
Greb1	134272.0	16	1610.0	1.65231236253
E2f6	19788.0	3	51.0	0.355156697095
Rock2	97297.0	8	242.0	0.34274225547
Pqlc3	15471.0	3	994.0	8.85359664418
2410004P03Rik	10770.0	5	653.0	8.35505305504
Pdia6	22176.0	1	16.0	0.0994233755216
Nol10	85603.0	10	495.0	0.796834167542
Odc1	10630.0	4	352.0	4.56311204727
Hpcal1	105113.0	29	2380.0	3.12012691452
1700030C10Rik	15388.0	4	148.0	1.32535210385
Asap2	162416.0	15	870.0	0.73814583952
Itgb1bp1	20432.0	8	987.0	6.65668500846
Cpsf3	32760.0	4	1410.0	5.93098674746
Iah1	11216.0	1	169.0	2.07634940638
Adam17	54124.0	8	1268.0	3.22835364097
Ywhaq	31108.0	8	1546.0	6.84840023271
9030624G23Rik	58068.0	1	15.0	0.0355964038213
Taf1b	63991.0	21	871.0	1.87564650451
Grhl1	49105.0	9	529.0	1.48450508894
Klf11	15412.0	2	110.0	0.98352503452
Cys1	19958.0	3	313.0	2.16112084989
Mboat2	132701.0	1	39.0	0.0404987991081
Kidins220	88766.0	3	83.0	0.128849630188
Id2	6294.0	3	196.0	4.29122283138
Colec11	33118.0	2	290.0	1.20666198313
Myt1l	398826.0	8	797.0	0.275376320458
Sntg2	202819.0	8	1325.0	0.900241387526
Fam150b	13531.0	1	21.0	0.213865698613
Sh3yl1	52492.0	6	617.0	1.61973429585
Fam110c	9973.0	2	156.0	2.15551233949
Lamb1	68346.0	24	4936.0	9.95207826738
Dld	23910.0	3	117.0	0.674307545853
Slc26a3	39701.0	2	130.0	0.451225505692
Slc26a4	44151.0	11	770.0	2.40326639995
Bcap29	43244.0	7	546.0	1.73987688387
Cog5	286762.0	10	1440.0	0.691978539001
Hbp1	28081.0	5	189.0	0.927472344695
Pik3cg	39074.0	2	110.0	0.387932841071
Ccdc71l	8155.0	2	73.0	1.23353259209
Hdac9	161393.0	4	122.0	0.104166211755
Snx13	104289.0	8	600.0	0.792801533084
Ahr	41011.0	10	532.0	1.78756979317
9130015A21Rik	26828.0	4	191.0	0.981062789188
Tspan13	31924.0	1	15.0	0.064747900548
Ispd	311357.0	1	24.0	0.010621952175
Agmo	344294.0	1	39.0	0.0156094243305
Dgkb	756706.0	12	981.0	0.178646109985
Etv1	91958.0	1	88.0	0.131869660776
Scin	78458.0	4	95.0	0.166854570024
Zfp277	134745.0	6	298.0	0.304758157594
Dock4	404436.0	22	1061.0	0.361507499777
Immp2l	1309899.0	10	814.0	0.0856324418577
Prkd1	311992.0	21	1616.0	0.713755770444
Scfd1	76517.0	17	1458.0	2.62573760306
Coch	16433.0	4	266.0	2.23057338245
Strn3	87374.0	20	1365.0	2.15279247735
Ap4s1	51974.0	16	804.0	2.13167818471
Hectd1	89815.0	6	125.0	0.191784221
Heatr5a	99449.0	1	17.0	0.0235559289087
Akap6	455633.0	17	1203.0	0.363833086196
Npas3	827499.0	73	6853.0	1.1412084751
Egln3	28894.0	4	557.0	2.65643541045
Gm7550	7586.0	9	2276.0	41.3438725711
Eapp	26399.0	1	23.0	0.120058273604
1700047I17Rik2	21555.0	1	16.0	0.102287765046
Srp54c	36543.0	3	834.0	3.14494885276
Fam179b	60832.0	2	36.0	0.081549657171
Klhdc1	46130.0	3	174.0	0.519777561983
Nemf	49634.0	5	508.0	1.41038009478
Sos2	102092.0	5	118.0	0.159272952041
L2hgdh	38439.0	6	1953.0	7.00135173698
Atp5s	23697.0	7	1971.0	11.4615931886
Cdkl1	47860.0	8	435.0	1.25247278177
4930512B01Rik	55537.0	13	1099.0	2.72688617537
Map4k5	93407.0	24	2499.0	3.68670651433
4931403G20Rik	13986.0	3	322.0	3.17259095583
Atl1	74981.0	23	3659.0	6.72454517294
Sav1	25991.0	2	77.0	0.408243679828
Nin	96890.0	9	765.0	1.08801332265
Pygl	40869.0	3	99.0	0.333805061265
Frmd6	80721.0	10	772.0	1.31790013034
Actr10	30861.0	1	20.0	0.0893041693224
Psma3	24301.0	7	2727.0	15.4636754634
3110056K07Rik	10122.0	3	88.0	1.19803104778
Arid4a	87385.0	3	88.0	0.138770615845
Daam1	165309.0	18	629.0	0.524331417161
Gpr135	5374.0	1	50.0	1.2821064242
Jkamp	19689.0	3	192.0	1.34378349875
Ccdc175	87738.0	7	831.0	1.30516382333
Rtn1	201306.0	25	1239.0	0.84813760796
Lrrc9	59374.0	26	2379.0	5.52140835327
Pcnxl4	47857.0	17	1057.0	3.04355567599
Ppm1a	37730.0	5	324.0	1.18334107356
4930447C04Rik	40657.0	3	145.0	0.491455734033
Mnat1	154272.0	3	100.0	0.08932327219
Prkch	197144.0	2	38.0	0.0265614492045
Syt16	274156.0	8	384.0	0.193012396641
1700086L19Rik	15675.0	1	15.0	0.131866792797
Kcnh5	284116.0	29	2519.0	1.22175523854
Rhoj	97143.0	5	196.0	0.27803296687
Ppp2r5e	149320.0	8	403.0	0.371910807558
Wdr89	42944.0	5	1028.0	3.29869646121
Sgpp1	25482.0	10	1069.0	5.78090626982
Syne2	296611.0	52	4745.0	2.20445225819
Mir5101	4083.0	1	59.0	1.99124347536
Esr2	60841.0	8	1281.0	2.90137937976
Tex21	46762.0	1	15.0	0.044202813761
Zbtb25	24565.0	1	30.0	0.168289190075
Ppp1r36	25893.0	10	381.0	2.02765628619
Gm10451	8202.0	1	20.0	0.33601755297
Plekhg3	49480.0	5	198.0	0.551425992273
Sptb	134060.0	9	575.0	0.59104474953
Fntb	87946.0	2	90.0	0.141019169292
Fut8	241893.0	3	139.0	0.0791850569787
Gphn	462115.0	38	2188.0	0.652452629884
Fam71d	46985.0	2	57.0	0.167173470532
Mpp5	95767.0	4	83.0	0.119430140583
Atp6v1d	22657.0	2	37.0	0.22503550971
Eif2s1	28939.0	3	52.0	0.247611925795
Tmem229b	25684.0	4	98.0	0.525793421988
Plekhh1	56493.0	15	717.0	1.74894540041
9230116L04Rik	19235.0	3	134.0	0.959984767111
Arg2	29514.0	7	209.0	0.975820521815
Vti1b	20442.0	14	1311.0	8.83753286362
Rdh11	20269.0	1	21.0	0.142770574174
Zfyve26	67936.0	3	90.0	0.182555226427
Rad51b	215304.0	14	871.0	0.557465237385
Dcaf5	104755.0	5	782.0	1.02868812377
Exd2	39041.0	2	371.0	1.30949761106
Galnt16	88907.0	3	80.0	0.123995454552
Slc39a9	43128.0	7	1062.0	3.39325839312
Plekhd1os	10092.0	4	221.0	3.01763540057
Plekhd1	35616.0	4	318.0	1.23036427208
Ccdc177	9269.0	6	636.0	9.45531425491
4933426M11Rik	94302.0	5	279.0	0.407694670038
Slc10a1	18895.0	1	44.0	0.320890983478
Smoc1	163607.0	39	3072.0	2.5874446259
Mir3067	4084.0	1	27.0	0.911023888043
Slc8a3	139266.0	16	1031.0	1.02015296789
Sipa1l1	144436.0	10	846.0	0.807135862999
Rgs6	545315.0	82	8420.0	2.12772933652
1700085C21Rik	10636.0	2	35.0	0.453462574892
Dpf3	462689.0	51	5829.0	1.73602755695
Dcaf4	25527.0	2	142.0	0.766549668318
Zfyve1	54207.0	1	16.0	0.0406739494081
Rbm25	54890.0	10	1001.0	2.51300053327
Papln	32751.0	11	638.0	2.68440381746
Numb	131901.0	18	1430.0	1.4939624553
2410016O06Rik	6346.0	3	128.0	2.77946772842
Acot1	12168.0	2	53.0	0.600217153112
Acot4	10345.0	1	20.0	0.266410436874
Acot3	11414.0	2	49.0	0.59157518181
Acot5	10695.0	2	85.0	1.09519101171
Acot6	13130.0	5	665.0	6.97924836135
Dnal1	33183.0	10	2093.0	8.69171175614
Pnma1	6359.0	3	162.0	3.51057231524
Elmsan1	48843.0	4	194.0	0.547332369096
Ptgr2	34537.0	9	436.0	1.73961687854
Zfp410	31581.0	4	185.0	0.807230541069
Fam161b	20505.0	11	1055.0	7.08997036766
Coq6	15829.0	7	459.0	3.99586622649
Entpd5	31059.0	2	106.0	0.470294749932
Ccdc176	28713.0	2	88.0	0.422333795341
Lin52	84026.0	8	1362.0	2.23365015019
Vsx2	29606.0	2	51.0	0.237378934071
Abcd4	18936.0	1	15.0	0.109157793467
Vrtn	12560.0	2	57.0	0.625369865681
Syndig1l	25530.0	2	77.0	0.415615412551
Ltbp2	97284.0	2	64.0	0.0906546924702
Arel1	56738.0	2	83.0	0.201583881583
Fcf1	16374.0	1	34.0	0.286138215957
Nek9	43849.0	3	72.0	0.226268728821
Tmed10	38104.0	5	120.0	0.433972701468
Fos	7369.0	1	596.0	11.1452403162
Jdp2	43861.0	10	1357.0	4.26337027263
Mfsd7c	71047.0	5	1294.0	2.50980665227
Ttll5	232811.0	17	3478.0	2.05862771557
Tgfb3	26299.0	3	228.0	1.19466831636
Ift43	83899.0	9	1010.0	1.65888516499
Lrrc74	33427.0	1	15.0	0.0618365984711
Tmem63c	67476.0	7	655.0	1.33765372873
Pomt2	45037.0	9	407.0	1.24530774649
Gm2022	7889.0	1	21.0	0.36681667739
Gm21319	252882.0	8	279.0	0.152033054049
Gm5662	7862.0	1	88.0	1.54241544971
Gm5039	5641.0	2	46.0	1.12370798258
Adck1	105213.0	1	33.0	0.043221145197
Nrxn3	1385540.0	48	4121.0	0.409859759016
Cep128	389918.0	1	135.0	0.0477103077925
Bc1	350457.0	10	339.0	0.133295869914
Tshr	125549.0	6	158.0	0.173418554976
Gtf2a1	38388.0	6	360.0	1.29228632516
Ston2	157428.0	20	540.0	0.472675960918
Sel1l	47115.0	1	15.0	0.0438716327517
Galc	61038.0	3	254.0	0.573436266131
Kcnk10	147947.0	13	833.0	0.775872881018
Spata7	45678.0	6	1402.0	4.22953543192
Ptpn21	61905.0	6	196.0	0.436296850023
Eml5	118881.0	6	421.0	0.48800175097
Ttc8	66627.0	26	3441.0	7.1168227227
Foxn3	258981.0	22	1518.0	0.807710264776
Efcab11	169912.0	39	4171.0	3.38273418258
Ttc7b	224053.0	2	76.0	0.0467427826628
Rps6ka5	179251.0	9	1350.0	1.03782449157
Gpr68	35517.0	1	21.0	0.0814769481637
Ccdc88c	120284.0	1	16.0	0.0183300586576
Smek1	48294.0	19	1191.0	3.39836731232
D130020L05Rik	10477.0	2	40.0	0.526107849472
Kif4-ps	7665.0	3	288.0	5.17764252579
Catsperb	225337.0	50	5526.0	3.37932613091
Trip11	79800.0	7	216.0	0.372994642483
Slc24a4	141331.0	22	2990.0	2.91531502242
Rin3	111214.0	8	628.0	0.778129564992
Btbd7	97759.0	5	108.0	0.15223648191
Unc79	239139.0	1	20.0	0.0115247448951
Asb2	38860.0	1	15.0	0.0531912500539
Serpina1f	11486.0	1	32.0	0.383913072535
Serpina1d	14047.0	5	1005.0	9.85903057345
Serpina1a	14325.0	1	15.0	0.144294029815
Serpina1c	14025.0	1	17.0	0.167031270876
Dicer1	68211.0	8	570.0	1.15152182389
Clmn	105963.0	17	1046.0	1.36028269493
Syne3	83877.0	1	22.0	0.036143609886
Tcl1b5	8788.0	1	15.0	0.235208463484
Tunar	51339.0	3	135.0	0.362358203195
D430019H16Rik	43240.0	1	26.0	0.0828589445027
Bdkrb1	5338.0	1	20.0	0.516301230697
Atg2b	75703.0	2	37.0	0.0673504292234
Ak7	80466.0	3	309.0	0.5291731505
Papola	58242.0	6	281.0	0.664847092663
Vrk1	71148.0	3	77.0	0.149135063282
4933406K04Rik	34718.0	14	1058.0	4.19935609149
Setd3	76854.0	1	25.0	0.0448255128142
Ccnk	27622.0	4	527.0	2.62910074561
Ccdc85c	73073.0	6	283.0	0.53368037398
Hhipl1	26031.0	1	28.0	0.148224131122
Slc25a47	9687.0	1	15.0	0.213379991442
Wdr25	138181.0	3	48.0	0.0478679292139
Dlk1	14514.0	7	841.0	7.98473691028
Meg3	31655.0	4	128.0	0.557210620898
Rian	61767.0	19	1562.0	3.484787139
AF357359	4030.0	3	785.0	26.8420910177
DQ267101	4072.0	3	785.0	26.565232515
AF357355	4071.0	3	785.0	26.5717579959
Mirg	18477.0	4	462.0	3.44557930911
Mir377	4068.0	2	432.0	14.6337131122
Mir541	4090.0	2	432.0	14.5549987629
Mir409	4079.0	2	432.0	14.5942498015
Mir412	4080.0	2	432.0	14.5906727795
Mir369	4079.0	2	432.0	14.5942498015
Mir410	4081.0	2	432.0	14.5870975105
Mir3072	4083.0	2	30.0	1.01249668239
Dio3os	6684.0	3	48.0	0.989592807705
Mir1247	4082.0	1	15.0	0.506372360876
Dio3	5868.0	3	268.0	6.29356066645
Ppp2r5c	101336.0	17	2766.0	3.76131886572
Dync1h1	69550.0	10	379.0	0.750920238983
1700001K19Rik	18931.0	6	856.0	6.23091667069
Mok	37142.0	1	15.0	0.0556516067281
Zfp839	23720.0	2	35.0	0.203331700951
Cinp	20536.0	5	145.0	0.972979926888
Tecpr2	87133.0	7	232.0	0.366907890762
Ankrd9	7669.0	1	16.0	0.287496776055
Traf3	104786.0	6	344.0	0.452383664561
Cdc42bpb	88747.0	18	1279.0	1.98595131381
A230065H16Rik	9269.0	4	1169.0	17.3793433396
Exoc3l4	18236.0	3	181.0	1.36773111009
Tnfaip2	16358.0	5	303.0	2.55249064295
Gm266	5215.0	8	645.0	17.0434352857
2810029C07Rik	6086.0	1	384.0	8.69462809951
Mark3	85718.0	32	5831.0	9.37395244751
Bag5	7764.0	3	291.0	5.16486763983
Apopt1	45787.0	16	2430.0	7.31334091094
Klc1	40032.0	14	1846.0	6.35442331088
Xrcc3	14649.0	10	643.0	6.04859808984
Zfyve21	18219.0	4	326.0	2.46572590714
Ppp1r13b	83598.0	31	3444.0	5.67700124334
5033406O09Rik	6492.0	3	100.0	2.12262474542
Tdrd9	101296.0	15	1466.0	1.9943134039
Rd3l	5429.0	12	1307.0	33.1747363426
Aspg	24891.0	1	15.0	0.0830425445781
Adssl1	25309.0	2	43.0	0.234123605608
Akt1	24456.0	1	18.0	0.101423551379
Cep170b	28418.0	1	109.0	0.528548350818
BC022687	11271.0	1	87.0	1.06367398342
Cdca4	13155.0	2	153.0	1.6027002787
Nudt14	11386.0	2	75.0	0.90769891845
Brf1	44760.0	1	30.0	0.0923597844993
Pacs2	63894.0	2	133.0	0.286842366997
Tex22	18413.0	1	19.0	0.142193839732
Mta1	42929.0	3	95.0	0.304947141907
Crip2	9271.0	4	351.0	5.21713733837
Crip1	5868.0	1	17.0	0.399218400484
4930427A07Rik	13038.0	1	17.0	0.179675837862
Vipr2	72539.0	5	101.0	0.191867556015
Wdr60	59976.0	2	164.0	0.376806238321
Esyt2	95877.0	5	138.0	0.198342774485
Ptprn2	796448.0	55	8798.0	1.52222295111
Gm5441	106492.0	1	19.0	0.024586026847
Rapgef5	244500.0	9	202.0	0.113847694444
Dnah11	325062.0	9	297.0	0.125904710937
Sp4	73755.0	1	19.0	0.0354988159581
2810429I04Rik	18096.0	4	342.0	2.60432543533
Gdi2	32187.0	7	1738.0	7.44082355442
Fam208b	49074.0	8	1538.0	4.31873554329
Asb13	21748.0	6	1480.0	9.37765227791
Net1	15564.0	2	801.0	7.0919069376
Akr1c13	18417.0	2	120.0	0.897871304596
Akr1c19	18620.0	1	16.0	0.118410997614
Marcksl1-ps4	5043.0	1	16.0	0.437202612645
Akr1c12	15228.0	3	79.0	0.714884625648
Akr1e1	20675.0	3	275.0	1.83290058428
1700016G22Rik	6584.0	4	2666.0	55.7984399649
Klf6	12905.0	7	3555.0	37.9606229036
Pitrm1	35993.0	6	1940.0	7.42737612973
Pfkp	72898.0	16	3008.0	5.68609292171
Adarb2	569897.0	26	1434.0	0.346740454872
Wdr37	72771.0	15	1965.0	3.72096809168
Idi1	10791.0	3	2299.0	29.3581721517
Gtpbp4	27535.0	5	1304.0	6.52595755252
Larp4b	83186.0	9	1982.0	3.28325899278
Dip2c	396402.0	27	1517.0	0.527353069065
Zmynd11	84479.0	14	2505.0	4.08611607825
Chrm3	488191.0	43	2678.0	0.755914259604
Ryr2	557843.0	6	141.0	0.0348304318324
Gm10336	7772.0	2	72.0	1.27659000129
Mtr	75574.0	14	911.0	1.66110735714
Actn2	75306.0	11	1494.0	2.73383784716
Heatr1	47519.0	13	892.0	2.58671925415
Lgals8	23915.0	2	101.0	0.581972847408
Edaradd	53242.0	12	1951.0	5.04957285265
Ero1lb	47646.0	1	15.0	0.0433826969125
Prl2c4	13243.0	1	16.0	0.166488920605
Prl2c3	13259.0	1	16.0	0.166288013845
Nid1	78674.0	21	2955.0	5.17580597767
Lyst	191032.0	4	104.0	0.0750203266531
Gng4	47357.0	5	485.0	1.4112673366
B3galnt2	48395.0	7	1945.0	5.53822818535
Tbce	45650.0	4	172.0	0.519205637182
Hecw1	300789.0	8	1788.0	0.819138424841
Gli3	270303.0	2	183.0	0.0932936227883
Sugct	841290.0	28	3159.0	0.517434799387
Cdk13	93136.0	4	95.0	0.140558708286
Mir466i	4121.0	3	76.0	2.54133964667
Rala	67643.0	6	898.0	1.82938540616
Vps41	153520.0	1	26.0	0.0233378111015
Amph	206569.0	13	717.0	0.478305905073
Epdr1	32123.0	2	33.0	0.141562940871
A530099J19Rik	9535.0	1	32.0	0.462467283811
Gpr141	78576.0	2	45.0	0.0789176839147
Elmo1	521847.0	27	1518.0	0.40084854772
Olfr1370	4951.0	3	115.0	3.20078606835
Olfr263	4954.0	3	106.0	2.94850315667
Olfr1368	4945.0	3	148.0	4.12427061153
Trim27	18793.0	5	114.0	0.835911830251
Gpx6	11422.0	7	508.0	6.1287695346
Zscan12	13483.0	3	384.0	3.92460925711
Zkscan3	19752.0	1	17.0	0.118601335259
Pgbd1	23779.0	4	571.0	3.30898086244
Olfr11	4942.0	8	425.0	11.8505340654
Olfr1361	4954.0	5	990.0	27.5379068406
Hist1h2bl	4431.0	1	51.0	1.58606200003
Hist1h2bm	4483.0	1	51.0	1.56766467145
Hist1h2an	4447.0	1	20.0	0.619747238466
Zfp184	19392.0	15	1669.0	11.8600212795
4933404K08Rik	7918.0	4	796.0	13.8531744865
Zfp322a	20106.0	15	943.0	6.46305346464
Abt1	9506.0	10	325.0	4.71126230841
C230035I16Rik	7042.0	4	247.0	4.83339920801
Btn1a1	12909.0	7	598.0	6.38352137941
Btn2a2	15795.0	9	1040.0	9.07330360316
Hist1h4h	4435.0	7	993.0	30.8537075273
Hist1h2af	4468.0	4	586.0	18.0732470692
Hist1h4c	4375.0	1	26.0	0.818930459496
Slc17a2	20499.0	1	33.0	0.221836496883
Lrrc16a	272307.0	12	405.0	0.204950013703
Cmah	66168.0	14	1337.0	2.78442249363
Fam65b	99159.0	24	2971.0	4.12878480282
Gm11346	10643.0	1	16.0	0.207160835814
Gmnn	14093.0	2	65.0	0.635567437788
Acot13	17535.0	3	422.0	3.31633515572
Tdp2	14495.0	3	422.0	4.01186181135
D130043K22Rik	60140.0	9	465.0	1.06547009129
4932702P03Rik	10181.0	1	21.0	0.284236987323
Aldh5a1	34083.0	6	487.0	1.9689871448
Gpld1	52785.0	2	39.0	0.10181360501
Mrs2	32023.0	1	16.0	0.068850912643
Prl2c1	12367.0	1	15.0	0.167139320538
2610307P16Rik	429389.0	89	6257.0	2.00801510063
Cdkal1	534283.0	19	689.0	0.177704980596
E2f3	83489.0	9	438.0	0.722930562483
Mboat1	114205.0	9	677.0	0.816874397497
Uqcrfs1	9005.0	2	45.0	0.688621424906
Dusp22	55174.0	21	2149.0	5.36727291692
Exoc2	164130.0	16	1374.0	1.15358738257
Gmds	522959.0	9	946.0	0.2492729934
Mylk4	84953.0	11	1774.0	2.87757485305
