gene_id	DOG_iv	DOG_length	DOG_read_count	RPKM
GALNTL6	chr4:173961558-173971558,	10000	12.0	0.0471711148307
GALP	chr19:56697144-56701057,chr19:56704421-56707144,	6636	0.5	0.00296181904453
GALR1	chr18:74982096-74992096,	10000	1.0	0.00393092623589
GALR2	chr17:74073622-74075262,	1640	0.5	0.011984531207
GALR3	chr22:38221502-38223183,chr22:38223183-38226861,	5359	5.66666666667	0.0415660546185
GALT	chr9:34650595-34651892,chr9:34651892-34652181,	1586	193.958333333	4.80728815366
GAMT	chr19:1395588-1397024,	1436	6.29166666667	0.17222895242
GAN	chr16:81413803-81418622,chr16:81418698-81423803,	9924	358.916666667	1.42167970727
GANAB	chr11:62382592-62382767,chr11:62389647-62392297,	2825	3.27777777778	0.0456095669455
GANC	chr15:42645864-42651697,	5833	15.0	0.101086736737
GAP43	chr3:115440334-115450334,	10000	6.0	0.0235855574154
GAPDH	chr12:6647541-6648693,	1152	1.0	0.0341226235755
GAPDHS	chr19:36038429-36041094,	2665	0	0.0
GAPT	chr5:57792185-57802185,	10000	0	0.0
GAPVD1	chr9:128127290-128137290,	10000	29.8888888889	0.117491017495
GAR1	chr4:110745893-110749149,	3256	6.08333333333	0.0734432880887
GAREM	chr18:29833483-29843483,	10000	13.0	0.0511020410666
GAREML	chr2:26412532-26413503,	971	1.5	0.0607249161055
GARNL3	chr9:130155828-130159416,	3588	4.0	0.0438230349598
GARS	chr7:30673648-30681558,chr7:30681558-30683648,	10000	26.0555555556	0.102422466924
GART	chr21:34866237-34876237,	10000	85.1666666667	0.334783884424
GAS1	chr9:89549276-89559276,	10000	4.0	0.0157237049436
GAS2	chr11:22834547-22843597,	9050	124.972222222	0.542824958112
GAS2L1	chr22:29708778-29708921,chr22:29711745-29713668,chr22:29713668-29718778,	7176	12.4305555556	0.0680930838351
GAS2L1P2	chr9:99827952-99837952,	10000	1.0	0.00393092623589
GAS2L2	chr17:34070540-34071529,	989	0	0.0
GAS2L3	chr12:101018685-101028685,	10000	4.0	0.0157237049436
GAS6	chr13:114514899-114518582,	3683	0	0.0
GAS6-AS2	chr13:114569805-114579805,	10000	10.0	0.0393092623589
GAS7	chr17:9808684-9813925,	5241	0	0.0
GAS8	chr16:90114191-90121379,	7188	0	0.0
GAST	chr17:39872221-39878890,	6669	1.0	0.00589432633962
GATA1	chrX:48652717-48660486,	7769	7.13888888889	0.0361210524243
GATA2	chr3:128191160-128198264,	7104	0	0.0
GATA3	chr10:8117164-8127164,	10000	21.0	0.0825494509538
GATA3-AS1	chr10:8082412-8092412,	10000	3.0	0.0117927787077
GATA4	chr8:11617509-11618764,chr8:11620732-11627171,	7694	2.5	0.0127727002726
GATA5	chr20:61028552-61038552,	10000	2.0	0.00786185247179
GATA6	chr18:19782491-19792491,	10000	8.0	0.0314474098872
GATA6-AS1	chr18:19736858-19746858,	10000	2.0	0.00786185247179
GATAD1	chr7:92089381-92099381,	10000	8.0	0.0314474098872
GATAD2A	chr19:19619741-19625027,chr19:19626469-19627018,	5835	19.0555555556	0.128373578874
GATC	chr12:120907558-120907659,	101	0	0.0
GATM	chr15:45643321-45653321,	10000	4.0	0.0157237049436
GATSL2	chr7:74790771-74800771,	10000	0	0.0
GATSL3	chr22:30671106-30677978,chr22:30677978-30681106,	10000	28.2777777778	0.111157858559
GBA3	chr4:22821195-22831195,	10000	0	0.0
GBAS	chr7:56067875-56068743,chr7:56068743-56077875,	10000	3.5	0.0137582418256
GBE1	chr3:81528849-81538849,	10000	2.0	0.00786185247179
GBF1	chr10:104142656-104152373,chr10:104152373-104152656,	10000	17.5	0.0687912091281
GBGT1	chr9:136024607-136028334,	3727	12.4722222222	0.131546513424
GBP1	chr1:89507986-89517986,	10000	19.0	0.074687598482
GBP1P1	chr1:89890493-89900493,	10000	4.0	0.0157237049436
GBP2	chr1:89561815-89571815,	10000	854.973015873	3.36083585908
GBP3	chr1:89462359-89472359,	10000	24.0	0.0943422296615
GBP4	chr1:89641723-89646830,	5107	2.0	0.0153942676166
GBP5	chr1:89714633-89724633,	10000	69.0555555556	0.271452295068
GBP6	chr1:89853719-89863719,	10000	2.0	0.00786185247179
GBP7	chr1:89591842-89597433,	5591	176.0	1.23742267487
GBX1	chr7:150841523-150845675,	4152	0.5	0.00473377436885
GBX2	chr2:237064306-237074306,	10000	1.0	0.00393092623589
GC	chr4:72597410-72607410,	10000	1.0	0.00393092623589
GCA	chr2:163219148-163227916,	8768	3.40277777778	0.0152555525109
GCAT	chr22:38213183-38213443,chr22:38213443-38216861,chr22:38216861-38219388,chr22:38221502-38223183,	7886	4.16666666667	0.0207695400916
GCC1	chr7:127210681-127220681,	10000	35.4444444444	0.139329496583
GCC2	chr2:109125854-109135854,	10000	4.0	0.0157237049436
GCFC2	chr2:75889334-75889831,	497	1.48611111111	0.117541109781
GCGR	chr17:79771889-79780236,	8347	17.125	0.0806482709832
GCH1	chr14:55298723-55308723,	10000	14.0	0.0550329673025
GCHFR	chr15:41059911-41060066,	155	0.5	0.126804072126
GCK	chr7:44173869-44178462,chr7:44180916-44183869,	7546	8.5	0.0442789199644
GCKR	chr2:27746550-27756550,	10000	2.0	0.00786185247179
GCLC	chr6:53352139-53362139,	10000	1.02777777778	0.00404011863134
GCLM	chr1:94344762-94352589,	7827	102.0	0.512270954467
GCM1	chr6:52981759-52991759,	10000	1.0	0.00393092623589
GCM2	chr6:10863455-10873455,	10000	0	0.0
GCN1L1	chr12:120555013-120565013,	10000	140.638888889	0.55284109812
GCNT1	chr9:79122332-79132332,	10000	6.0	0.0235855574154
GCNT2	chr6:10629601-10639601,	10000	6.0	0.0235855574154
GCNT3	chr15:59912210-59920260,chr15:59920260-59922210,	10000	5.0	0.0196546311795
GCNT4	chr5:74313288-74323288,	10000	273.0	1.0731428624
GCOM1	chr15:58009755-58019755,	10000	7.0	0.0275164836513
GCSAM	chr3:111837073-111839687,	2614	2.66666666667	0.0401012622892
GCSAML	chr1:247740992-247750992,	10000	19.0	0.074687598482
GCSH	chr16:81110872-81115551,	4679	2.0	0.0168024203287
GCSHP3	chr2:206970296-206977802,chr2:206977802-206980296,	10000	6.65277777778	0.0261515787082
GDA	chr9:74867140-74877140,	10000	5.0	0.0196546311795
GDAP1	chr8:75279335-75289335,	10000	9.0	0.035378336123
GDAP1L1	chr20:42909557-42919557,	10000	5.0	0.0196546311795
GDAP2	chr1:118396106-118406106,	10000	27.1666666667	0.106790162742
GDE1	chr16:19510434-19513014,	2580	3.0	0.0457084446034
GDF1	chr19:18979039-18979354,	315	0.25	0.031197827269
GDF15	chr19:18499986-18501953,chr19:18508415-18509986,	3538	1.0	0.0111105885695
GDF3	chr12:7832380-7842380,	10000	6.0	0.0235855574154
GDF5	chr20:34011144-34021144,	10000	5.0	0.0196546311795
GDF6	chr8:97144557-97154557,	10000	2.0	0.00786185247179
GDF7	chr2:20871250-20873773,chr2:20873773-20881250,	10000	13.0	0.0511020410666
GDF9	chr5:132186873-132196873,	10000	2.0	0.00786185247179
GDI1	chrX:153671814-153672472,chrX:153679002-153681814,	3470	0.666666666667	0.00755221178846
GDI2	chr10:5805703-5807185,	1482	38.0138888889	1.00829819947
GDNF	chr5:37802778-37812778,	10000	0	0.0
GDNF-AS1	chr5:37875900-37885900,	10000	1.0	0.00393092623589
GDPD1	chr17:57353330-57363330,	10000	1.0	0.00393092623589
GDPD2	chrX:69653241-69662805,chrX:69662805-69663241,	10000	4.0	0.0157237049436
GDPD4	chr11:76926286-76927602,	1316	0	0.0
GDPD5	chr11:75141674-75143345,chr11:75143345-75145684,	4010	0.0277777777778	0.000272300238009
GEM	chr8:95251484-95261484,	10000	11.1666666667	0.0438953429675
GEMIN2	chr14:39606177-39607014,chr14:39607014-39616177,	10000	14.5	0.0569984304205
GEMIN4	chr17:646075-647660,	1585	15.0	0.372011946615
GEMIN5	chr5:154256975-154266352,chr5:154266352-154266975,	10000	17.0	0.0668257460102
GEMIN6	chr2:39009106-39014875,chr2:39014875-39019106,	10000	28.3611111111	0.111485435746
GEMIN7	chr19:45594782-45596430,	1648	10.2777777778	0.245152829571
GEMIN8	chrX:14014844-14024844,	10000	44.0	0.172960754379
GEMIN8P4	chr1:90448823-90458823,	10000	5.0	0.0196546311795
GEN1	chr2:17966632-17976632,	10000	2.0	0.00786185247179
GET4	chr7:936071-937536,	1465	4.84722222222	0.130061931772
GFAP	chr17:42976993-42977079,chr17:42981047-42982993,	2032	1.5	0.0290176641429
GFER	chr16:2037750-2038751,chr16:2038751-2039945,chr16:2044276-2047652,	5571	2.33333333333	0.0164641199373
GFI1	chr1:92930317-92940317,	10000	453.277777778	1.78180150881
GFI1B	chr9:135867084-135877084,	10000	2.0	0.00786185247179
GFM1	chr3:158410360-158414896,	4536	23.5	0.203652483562
GFOD1	chr6:13353586-13363586,	10000	791.75	3.11231084727
GFOD2	chr16:67700628-67700716,chr16:67702661-67706681,chr16:67706681-67708435,	5862	4.39814814815	0.0294929988825
GFPT1	chr2:69536900-69546900,	10000	5.0	0.0196546311795
GFPT2	chr5:179719071-179727699,	8628	57.0	0.259692623373
GFRA1	chr10:117806441-117816441,	10000	0	0.0
GFRA2	chr8:21539529-21549529,	10000	7.0	0.0275164836513
GFRA3	chr5:137578068-137588068,	10000	5.0	0.0196546311795
GFRA4	chr20:3631769-3638619,chr20:3638619-3639938,	8169	0.5	0.00240600210301
GFRAL	chr6:55267291-55277291,	10000	4.0	0.0157237049436
GFY	chr19:49932075-49932654,	579	0	0.0
GGA1	chr22:38029571-38035683,	6112	29.0694444444	0.186959819747
GGA2	chr16:23464862-23474862,	10000	14.0	0.0550329673025
GGA3	chr17:73231854-73232686,	832	12.2638888889	0.579428396483
GGCT	chr7:30526236-30536236,	10000	6.0	0.0235855574154
GGCX	chr2:85761977-85764589,chr2:85766009-85766100,	2703	5.97222222222	0.0868529967441
GGH	chr8:63917638-63927638,	10000	4.0	0.0157237049436
GGN	chr19:38864991-38865189,chr19:38874464-38874991,	725	1.05555555556	0.0572318762314
GGNBP1	chr6:33561115-33566803,	5688	3.0	0.0207327333117
GGNBP2	chr17:34946276-34948225,	1949	2.05555555556	0.0414583748726
GGPS1	chr1:235507844-235517844,	10000	12.0	0.0471711148307
GGT1	chr22:25024972-25028881,	3909	1.0	0.0100560916753
GGT3P	chr22:18751201-18761201,	10000	0	0.0
GGT5	chr22:24605621-24615621,	10000	2.0	0.00786185247179
GGT6	chr17:4458681-4460221,	1540	1.0	0.0255254950383
GGT7	chr20:33422522-33432522,	10000	5.0	0.0196546311795
GGT8P	chr2:91970153-91980153,	10000	2.0	0.00786185247179
GGTA1P	chr9:124207318-124217318,	10000	1.0	0.00393092623589
GGTLC1	chr20:23955689-23965689,	10000	1.0	0.00393092623589
GGTLC2	chr22:22990368-23000368,	10000	0	0.0
GH1	chr17:61984552-61986964,chr17:61988618-61994552,	8346	1.0	0.00470995235549
GH2	chr17:61947571-61949371,chr17:61951089-61951739,chr17:61951739-61957571,	8282	0.333333333333	0.00158211633096
GHDC	chr17:40333296-40336077,chr17:40337470-40341104,	6415	17.6666666667	0.10825621746
GHITM	chr10:85913311-85923311,	10000	53.8333333333	0.211614862366
GHR	chr5:42721980-42731980,	10000	1.0	0.00393092623589
GHRH	chr20:35870025-35879489,	9464	10.0	0.0415355688493
GHRHR	chr7:31019146-31029146,	10000	1.0	0.00393092623589
GHRLOS	chr3:10335133-10337430,chr3:10337430-10342612,	7479	57.0833333333	0.300027239781
GHSR	chr3:172151080-172161080,	10000	3.0	0.0117927787077
GID4	chr17:17971718-17981718,	10000	3.0	0.0117927787077
GID8	chr20:61579827-61583998,	4171	6.0	0.0565465294063
GIF	chr11:59586745-59596745,	10000	10.0	0.0393092623589
GIGYF1	chr7:100267129-100271362,chr7:100276792-100277129,	4570	1.0	0.00860158913762
GIGYF2	chr2:233725289-233733395,chr2:233733395-233734993,	9704	7.5	0.0303812312131
GIMAP1-GIMAP5	chr7:150440737-150450737,	10000	103.5	0.406850865415
GIMAP2	chr7:150390728-150400728,	10000	45.0	0.176891680615
GIMAP4	chr7:150271041-150281041,	10000	5.0	0.0196546311795
GIMAP5	chr7:150440737-150450737,	10000	103.5	0.406850865415
GIMAP6	chr7:150312463-150322463,	10000	6.0	0.0235855574154
GIMAP7	chr7:150218161-150228161,	10000	32.0	0.125789639549
GIMAP8	chr7:150176483-150186483,	10000	20.0	0.0786185247179
GIMD1	chr4:107270381-107279339,	8958	4.0	0.0175526958513
GIN1	chr5:102411703-102421703,	10000	3.0	0.0117927787077
GINM1	chr6:149912067-149914751,chr6:149915720-149916010,	2974	23.0138888889	0.304189306063
GINS1	chr20:25429191-25433337,	4146	1.0	0.00948124996598
GINS2	chr16:85709812-85711279,	1467	1.0	0.0267956798629
GINS3	chr16:58440048-58450048,	10000	8.0	0.0314474098872
GINS4	chr8:41402565-41412565,	10000	31.0	0.121858713313
GIP	chr17:47025917-47035917,	10000	2.0	0.00786185247179
GIPC1	chr19:14582679-14583277,chr19:14586174-14588570,	2994	1.66666666667	0.0218822435755
GIPC2	chr1:78603112-78613112,	10000	3.0	0.0117927787077
GIPC3	chr19:3593539-3594503,	964	0	0.0
GIPR	chr19:46185717-46188282,chr19:46188282-46190711,chr19:46195443-46195717,	5268	30.3333333333	0.226344145448
GIT1	chr17:27894042-27895738,chr17:27900175-27900486,	2007	117.444444444	2.30027627268
GIT2	chr12:110357606-110365874,chr12:110365874-110367606,	10000	22.0	0.0864803771897
GJA1	chr6:121770890-121780890,	10000	1.0	0.00393092623589
GJA10	chr6:90605819-90615819,	10000	5.0	0.0196546311795
GJA3	chr13:20702394-20712394,	10000	4.0	0.0157237049436
GJA4	chr1:35261348-35261967,chr1:35261967-35271348,	10000	4.0	0.0157237049436
GJA9-MYCBP	chr1:39325495-39328161,	2666	2.5	0.0368616488737
GJB2	chr13:20751603-20761603,	10000	1.0	0.00393092623589
GJB3	chr1:35251967-35258598,chr1:35261348-35261967,	7250	2.0	0.0108439344438
GJB4	chr1:35229325-35234113,chr1:35234113-35239325,	10000	2.0	0.00786185247179
GJB5	chr1:35224113-35225341,chr1:35229325-35234113,	6016	0	0.0
GJB6	chr13:20786100-20796100,	10000	4.0	0.0157237049436
GJB7	chr6:87982696-87983406,chr6:87983406-87992696,	10000	18.0	0.0707566722461
GJC1	chr17:42865815-42869214,chr17:42869214-42875815,	10000	4.0	0.0157237049436
GJC2	chr1:228347527-228351786,chr1:228353213-228353428,	4474	1.69444444444	0.0148876533794
GJC3	chr7:99517223-99520891,	3668	7.0	0.0750176762575
GJD2	chr15:35034641-35044641,	10000	7.0	0.0275164836513
GJD3	chr17:38513895-38516904,	3009	12.7777777778	0.166927557006
GJD4	chr10:35897863-35907863,	10000	2.0	0.00786185247179
GK	chrX:30749577-30759577,	10000	20.0	0.0786185247179
GK2	chr4:80317506-80327506,	10000	13.0	0.0511020410666
GK5	chr3:141868386-141876368,	7982	4.0	0.0196989538256
GKAP1	chr9:86344335-86354335,	10000	12.0	0.0471711148307
GKN1	chr2:69208112-69218112,	10000	8.0	0.0314474098872
GKN2	chr2:69162363-69172363,	10000	2.0	0.00786185247179
GLA	chrX:100645784-100645877,	93	0	0.0
GLB1	chr3:33028099-33038099,	10000	10.0	0.0393092623589
GLB1L	chr2:220094410-220094478,	68	0	0.0
GLB1L2	chr11:134246218-134248397,	2179	1.0	0.0180400469752
GLB1L3	chr11:134189458-134199458,	10000	7.0	0.0275164836513
GLCCI1	chr7:8128709-8138709,	10000	10.0	0.0393092623589
GLCE	chr15:69564544-69574544,	10000	2.0	0.00786185247179
GLDC	chr9:6522463-6532463,	10000	13.0	0.0511020410666
GLDN	chr15:51700209-51710209,	10000	4.0	0.0157237049436
GLE1	chr9:131304580-131314580,	10000	3.0	0.0117927787077
GLG1	chr16:74471325-74481325,	10000	43.0	0.169029828143
GLI1	chr12:57873633-57876047,	2414	156.833333333	2.55385362329
GLI2	chr2:121750229-121760229,	10000	0	0.0
GLI3	chr7:41990547-42000547,	10000	1.0	0.00393092623589
GLI4	chr8:144359101-144369101,	10000	36.0	0.141513344492
GLIDR	chr9:41942398-41948801,chr9:41948801-41952398,	10000	0	0.0
GLIPR1	chr12:75905418-75905716,	298	0	0.0
GLIPR1L2	chr12:75826177-75836177,	10000	6.0	0.0235855574154
GLIPR2	chr9:36163910-36169388,chr9:36171331-36173910,	8057	2.5	0.0121972391582
GLIS1	chr1:53961905-53971905,	10000	10.0	0.0393092623589
GLIS3	chr9:3814127-3824127,	10000	0	0.0
GLMN	chr1:92711367-92711954,	587	1.5	0.100449563098
GLO1	chr6:38633701-38643701,	10000	8.0	0.0314474098872
GLOD4	chr17:655501-655572,chr17:658576-662548,	4043	3.34722222222	0.0325443572859
GLOD5	chrX:48632064-48642064,	10000	10.0	0.0393092623589
GLP1R	chr6:39055520-39061839,chr6:39061839-39065520,	10000	5.5	0.0216200942974
GLP2R	chr17:9793022-9801026,	8004	1.0	0.00491120219377
GLRA1	chr5:151192073-151194915,chr5:151194915-151202073,	10000	32.0972222222	0.126171812933
GLRA2	chrX:14749933-14759933,	10000	0	0.0
GLRA3	chr4:175553161-175563161,	10000	0	0.0
GLRA4	chrX:102952271-102957484,chrX:102957484-102962271,	10000	1.5	0.00589638935384
GLRB	chr4:158093242-158103242,	10000	3.0	0.0117927787077
GLRX	chr5:95139552-95142071,chr5:95142071-95149552,	10000	2.5	0.00982731558974
GLRX3	chr10:131978646-131988646,	10000	125.722222222	0.494204781768
GLRX5	chr14:96011055-96021055,	10000	9.0	0.035378336123
GLS	chr2:191830270-191833761,	3491	44.9305555556	0.505925808154
GLS2	chr12:56854727-56862300,	7573	4.0	0.0207628482023
GLT1D1	chr12:129469509-129479509,	10000	5.0	0.0196546311795
GLT6D1	chr9:138505501-138515501,	10000	0	0.0
GLT8D1	chr3:52719866-52719935,	69	25.5	14.5273360892
GLT8D2	chr12:104382656-104382764,	108	0.291666666667	0.106159273346
GLTP	chr12:110278747-110281241,chr12:110281241-110288747,	10000	7.5	0.0294819467692
GLTPD1	chr1:1264276-1265029,chr1:1265029-1266725,chr1:1269844-1270657,	3262	10.7430555556	0.129460940947
GLTPD2	chr17:4693884-4696506,chr17:4696506-4699438,chr17:4701798-4703884,	7640	3.19444444444	0.0164360281096
GLTSCR1	chr19:48206534-48216534,	10000	2.0	0.00786185247179
GLTSCR1L	chr6:42836296-42846296,	10000	7.0	0.0275164836513
GLTSCR2	chr19:48260323-48269219,chr19:48269219-48270323,	10000	77.9444444444	0.306393861609
GLUD1	chr10:88799958-88809958,	10000	165.0	0.648602828923
GLUD1P3	chr10:75495367-75504130,	8763	222.777777778	0.999341562753
GLUD2	chrX:120183796-120193796,	10000	2.0	0.00786185247179
GLYAT	chr11:58466229-58476229,	10000	4.0	0.0157237049436
GLYATL2	chr11:58591539-58601539,	10000	3.0	0.0117927787077
GLYATL3	chr6:49495777-49505777,	10000	4.0	0.0157237049436
GLYCAM1	chr12:54991970-55001970,	10000	6.0	0.0235855574154
GLYCTK	chr3:52329272-52339272,	10000	125.583333333	0.493658819791
GM2A	chr5:150649953-150655925,	5972	5.0	0.0329113047211
GMCL1	chr2:70106727-70116727,	10000	43.75	0.17197802282
GMCL1P1	chr5:177601510-177611510,	10000	6.0	0.0235855574154
GMDS	chr6:1614129-1624034,	9905	0.5	0.00198431410192
GMDS-AS1	chr6:2413825-2423825,	10000	2.0	0.00786185247179
GMEB1	chr1:29042115-29052115,	10000	306.0	1.20286342818
GMEB2	chr20:62208954-62218954,	10000	10.0	0.0393092623589
GMFB	chr14:54931208-54941208,	10000	10.0	0.0393092623589
GMFG	chr19:39808998-39818998,	10000	43.4166666667	0.170667714075
GMIP	chr19:19730281-19734465,chr19:19739039-19740281,	5426	420.194444444	3.04414553233
GML	chr8:143928262-143938262,	10000	2.0	0.00786185247179
GMNC	chr3:190560525-190570525,	10000	0	0.0
GMNN	chr6:24786325-24787548,chr6:24787548-24794508,chr6:24794508-24796325,	10000	3.83333333333	0.0150685505709
GMPPA	chr2:220371718-220373009,chr2:220373009-220378891,	7173	0	0.0
GMPR	chr6:16295780-16299342,	3562	2.5	0.0275893194546
GMPR2	chr14:24708447-24708850,chr14:24711880-24718319,	6842	20.0185185185	0.115012159673
GMPS	chr3:155655520-155665520,	10000	55.6944444444	0.21893075286
GNA11	chr19:3124000-3131573,chr19:3131573-3134000,	10000	10.5416666667	0.04143851407
GNA12	chr7:2757740-2765070,chr7:2765070-2767740,	10000	15.5	0.0609293566564
GNA13	chr17:62995406-63005406,	10000	15.5555555556	0.0611477414472
GNA14	chr9:80032399-80037994,	5595	11.0	0.077283625728
GNA15	chr19:3163767-3173767,	10000	20.0	0.0786185247179
GNAI1	chr7:79848725-79858725,	10000	9.0	0.035378336123
GNAI2	chr3:50296786-50304072,chr3:50304803-50304989,	7472	7.5	0.0394565668753
GNAI3	chr1:110138454-110141514,chr1:110141589-110145888,	7359	11.4583333333	0.0612064996869
GNAO1	chr16:56391356-56395363,	4007	3.5	0.0343355174086
GNAQ	chr9:80321189-80331189,	10000	15.0	0.0589638935384
GNAS	chr20:57486250-57496250,	10000	19.0	0.074687598482
GNAS-AS1	chr20:57383972-57392669,chr20:57392749-57393280,chr20:57393368-57393972,	9832	5.0	0.0199904710938
GNAT1	chr3:50235129-50236508,chr3:50236508-50242678,	7549	1.0	0.00520721451304
GNAT2	chr1:110138454-110141514,chr1:110141589-110145888,	7359	11.4583333333	0.0612064996869
GNAT3	chr7:80077986-80087986,	10000	2.0	0.00786185247179
GNB1	chr1:1711508-1716723,	5215	22.0	0.165830061725
GNB1L	chr22:19771112-19775933,	4821	7.0	0.0570762987995
GNB2	chr7:100276792-100277129,	337	0	0.0
GNB2L1	chr5:180662808-180663927,	1119	6.1875	0.21736019736
GNB3	chr12:6956557-6957971,chr12:6960456-6961284,	2242	2.33333333333	0.0409106209504
GNB4	chr3:179111008-179113875,	2867	19.8888888889	0.272695344039
GNB5	chr15:52404972-52413122,	8150	39.0	0.188105672638
GNE	chr9:36212059-36214438,	2379	4.0	0.0660937576443
GNG10	chr9:114432526-114438798,chr9:114438798-114442526,	10000	1.83333333333	0.00720669809914
GNG11	chr7:93555826-93565826,	10000	3.0	0.0117927787077
GNG12	chr1:68157148-68164021,chr1:68164021-68167148,	10000	6.5	0.0255510205333
GNG13	chr16:838383-838621,	238	0	0.0
GNG2	chr14:52436518-52446518,	10000	7.0	0.0275164836513
GNG4	chr1:235700984-235710984,	10000	3.0	0.0117927787077
GNG7	chr19:2501217-2511217,	10000	13.0	0.0511020410666
GNG8	chr19:47128354-47137332,	8978	7.69444444444	0.0336893445503
GNGT1	chr7:93540485-93550485,	10000	2.0	0.00786185247179
GNGT2	chr17:47273595-47283595,	10000	11.0	0.0432401885948
GNL2	chr1:38022412-38022519,	107	0	0.0
GNL3L	chrX:54593720-54603720,	10000	67.1944444444	0.264136404573
GNLY	chr2:85925875-85935875,	10000	4.0	0.0157237049436
GNN	chr12:104234975-104237526,	2551	6.77777777778	0.104441177921
GNPAT	chr1:231413719-231423719,	10000	11.0	0.0432401885948
GNPDA1	chr5:141370233-141379856,chr5:141379856-141380233,	10000	23.25	0.0913940349845
GNPDA2	chr4:44702697-44703811,	1114	5.94444444444	0.209759179753
GNPNAT1	chr14:53241705-53241910,	205	0	0.0
GNPTAB	chr12:102133250-102139274,	6024	13.0	0.0848307454625
GNRH1	chr8:25270619-25275363,chr8:25275363-25276773,	6154	2.66666666667	0.0170335878492
GNRH2	chr20:3026391-3026674,chr20:3028896-3029315,chr20:3029315-3036391,	7778	16.5185185185	0.0834830005433
GNRHR	chr4:68593098-68598222,chr4:68598222-68603098,	10000	5.0	0.0196546311795
GNS	chr12:65097221-65101347,chr12:65101347-65107221,	10000	9.5	0.037343799241
GOLGA1	chr9:127630572-127631483,chr9:127639696-127640572,	1787	43.8888888889	0.965439198643
GOLGA2	chr9:131017527-131018107,	580	1.0	0.067774590274
GOLGA2P5	chr12:100540174-100550174,	10000	18.3055555556	0.0719577885959
GOLGA2P9	chr19:22786352-22790817,chr19:22791303-22796352,	9514	1.5	0.00619759234164
GOLGA3	chr12:133338474-133345494,	7020	57.3333333333	0.321044307965
GOLGA4	chr3:37408370-37418370,	10000	7.0	0.0275164836513
GOLGA5	chr14:93306306-93316306,	10000	9.0	0.035378336123
GOLGA6A	chr15:74352197-74362197,	10000	6.0	0.0235855574154
GOLGA6B	chr15:72959738-72968122,	8384	0	0.0
GOLGA6C	chr15:75565796-75575181,	9385	0	0.0
GOLGA6D	chr15:75588148-75598148,	10000	1.0	0.00393092623589
GOLGA6L1	chr15:22746002-22756002,	10000	5.0	0.0196546311795
GOLGA6L6	chr15:20727093-20737093,	10000	0	0.0
GOLGA7	chr8:41368499-41378499,	10000	13.0	0.0511020410666
GOLGA8A	chr15:34661269-34664269,chr15:34664269-34671269,	10000	7.33333333333	0.0288267923966
GOLGA8CP	chr15:20781026-20791026,	10000	0	0.0
GOLGA8DP	chr15:22692284-22702284,	10000	0	0.0
GOLGA8EP	chr15:23448423-23458423,	10000	1.0	0.00393092623589
GOLGA8H	chr15:30910029-30918878,	8849	7.0	0.0310955855478
GOLGA8I	chr15:23262743-23272264,chr15:23272264-23272743,	10000	0	0.0
GOLGA8J	chr15:30388904-30398904,	10000	0	0.0
GOLGA8K	chr15:32671785-32681785,	10000	1.0	0.00393092623589
GOLGA8M	chr15:28933840-28940410,chr15:28940410-28943840,	10000	0.5	0.00196546311795
GOLGA8N	chr15:32899511-32907344,	7833	3.0	0.0150552517652
GOLGA8O	chr15:32724114-32734114,	10000	0	0.0
GOLGA8R	chr15:30685864-30692764,	6900	0	0.0
GOLGA8S	chr15:23613471-23623471,	10000	3.0	0.0117927787077
GOLGA8T	chr15:30439395-30449395,	10000	2.0	0.00786185247179
GOLGB1	chr3:121379795-121382045,	2250	2.0	0.0349415665413
GOLIM4	chr3:167717653-167727653,	10000	1.0	0.00393092623589
GOLM1	chr9:88637217-88641057,	3840	44.0	0.450418631196
GOLPH3	chr5:32114823-32121038,chr5:32121038-32124823,	10000	11.3888888889	0.044768882131
GOLT1B	chr12:21671337-21679122,chr12:21679122-21679255,	7918	3.0	0.0148936331241
GORASP1	chr3:39137881-39138089,	208	52.9583333333	10.0084279764
GORASP2	chr2:171823643-171833643,	10000	20.0	0.0786185247179
GOSR1	chr17:28853832-28863832,	10000	25.0	0.0982731558974
GOSR2	chr17:45018733-45028733,	10000	399.972222222	1.57226130196
GOT1	chr10:101154087-101156626,	2539	4.0	0.0619287315619
GOT1L1	chr8:37781799-37791799,	10000	3.0	0.0117927787077
GOT2	chr16:58731034-58741034,	10000	18.0	0.0707566722461
GP1BA	chr17:4838325-4838944,chr17:4838944-4840425,chr17:4843462-4843629,	2267	14.8333333333	0.257206612994
GP1BB	chr22:19712297-19720845,chr22:19720845-19722297,	10000	0	0.0
GP2	chr16:20311810-20321810,	10000	7.0	0.0275164836513
GP5	chr3:194105549-194113402,chr3:194113402-194115549,	10000	5.0	0.0196546311795
GP6	chr19:55515074-55522510,chr19:55522510-55525074,	10000	17.5555555556	0.069009593919
GP9	chr3:128781253-128791253,	10000	2.0	0.00786185247179
GPAA1	chr8:145141119-145143535,chr8:145143535-145144845,chr8:145144845-145145551,chr8:145145551-145149937,	8818	11.6666666667	0.052008172018
GPALPP1	chr13:45602404-45612404,	10000	115.0	0.452056517128
GPAM	chr10:113899621-113909621,	10000	2.0	0.00786185247179
GPATCH1	chr19:33621318-33622997,	1679	2.0	0.0468246126968
GPATCH11	chr2:37326387-37332283,	5896	95.8888888889	0.639301473989
GPATCH2	chr1:217593833-217603833,	10000	8.0	0.0314474098872
GPATCH2L	chr14:76679146-76689146,	10000	31.3333333333	0.123169022058
